,src_drug,tar_drug,label
82596,DB09211,DB00261,48
82597,DB13323,DB01621,48
82598,DB00418,DB00980,48
82599,DB00497,DB00748,48
82600,DB00178,DB01018,48
82601,DB09342,DB00768,48
82602,DB00358,DB06709,48
82603,DB00755,DB01612,48
82604,DB00177,DB01210,48
82605,DB01197,DB01050,48
82606,DB01348,DB00712,48
82607,DB01337,DB12278,48
82608,DB00363,DB06594,48
82609,DB00334,DB00771,48
82610,DB00831,DB06770,48
82611,DB00679,DB01162,48
82612,DB00474,DB01236,48
82613,DB00633,DB00737,48
82614,DB00802,DB00909,48
82615,DB00241,DB09071,48
82616,DB00696,DB01115,48
82617,DB01189,DB00750,48
82618,DB08922,DB09068,48
82619,DB01466,DB01069,48
82620,DB00655,DB00487,48
82621,DB09068,DB00950,48
82622,DB01466,DB01037,48
82623,DB01100,DB00228,48
82624,DB01171,DB01102,48
82625,DB09017,DB09225,48
82626,DB01130,DB00989,48
82627,DB01236,DB11304,48
82628,DB00241,DB00349,48
82629,DB00206,DB01437,48
82630,DB01080,DB01501,48
82631,DB01068,DB01242,48
82632,DB00245,DB00782,48
82633,DB01348,DB04743,48
82634,DB00327,DB01395,48
82635,DB00722,DB01018,48
82636,DB01047,DB00779,48
82637,DB00404,DB00477,48
82638,DB00461,DB00591,48
82639,DB01097,DB08906,48
82640,DB01595,DB00715,48
82641,DB08439,DB02187,48
82642,DB01091,DB04920,48
82643,DB13025,DB04908,48
82644,DB01159,DB04841,48
82645,DB06702,DB11315,48
82646,DB01174,DB01235,48
82647,DB00408,DB01463,48
82648,DB01161,DB00909,48
82649,DB00735,DB08971,48
82650,DB06770,DB04953,48
82651,DB01351,DB01018,48
82652,DB12598,DB02187,48
82653,DB00611,DB00907,48
82654,DB01282,DB04861,48
82655,DB00443,DB01044,48
82656,DB08918,DB01063,48
82657,DB01037,DB01162,48
82658,DB00215,DB00918,48
82659,DB01466,DB13872,48
82660,DB00763,DB00363,48
82661,DB09345,DB06282,48
82662,DB01215,DB01621,48
82663,DB00405,DB00543,48
82664,DB00807,DB00555,48
82665,DB08976,DB04865,48
82666,DB00897,DB01159,48
82667,DB00697,DB01080,48
82668,DB01115,DB01340,48
82669,DB00897,DB08987,48
82670,DB08987,DB11304,48
82671,DB00490,DB08987,48
82672,DB01236,DB00527,48
82673,DB00457,DB01275,48
82674,DB01090,DB00273,48
82675,DB09477,DB07615,48
82676,DB00177,DB00695,48
82677,DB00737,DB01149,48
82678,DB00605,DB01600,48
82679,DB01009,DB08439,48
82680,DB00246,DB04842,48
82681,DB00722,DB09212,48
82682,DB00683,DB00297,48
82683,DB00497,DB01224,48
82684,DB01086,DB09225,48
82685,DB00542,DB00573,48
82686,DB01104,DB01623,48
82687,DB01595,DB01086,48
82688,DB01267,DB00296,48
82689,DB00584,DB06287,48
82690,DB00753,DB01189,48
82691,DB00734,DB13025,48
82692,DB00315,DB01614,48
82693,DB00831,DB01353,48
82694,DB00251,DB04920,48
82695,DB00327,DB00391,48
82696,DB11609,DB00273,48
82697,DB01399,DB00547,48
82698,DB00323,DB06292,48
82699,DB01239,DB09225,48
82700,DB00573,DB00846,48
82701,DB00829,DB00540,48
82702,DB01034,DB01023,48
82703,DB08976,DB08905,48
82704,DB01260,DB01400,48
82705,DB01624,DB00292,48
82706,DB00186,DB00246,48
82707,DB00295,DB01395,48
82708,DB00193,DB01221,48
82709,DB00870,DB09218,48
82710,DB01351,DB00181,48
82711,DB01367,DB00449,48
82712,DB00656,DB01356,48
82713,DB04908,DB08872,48
82714,DB00424,DB00318,48
82715,DB00656,DB01151,48
82716,DB01628,DB02187,48
82717,DB00179,DB06739,48
82718,DB00497,DB11304,48
82719,DB00404,DB01151,48
82720,DB13167,DB09138,48
82721,DB01229,DB08896,48
82722,DB06802,DB00814,48
82723,DB01024,DB04951,48
82724,DB01624,DB00660,48
82725,DB00475,DB01588,48
82726,DB01236,DB00876,48
82727,DB00881,DB00688,48
82728,DB00214,DB01162,48
82729,DB01097,DB00764,48
82730,DB00494,DB01367,48
82731,DB01100,DB01589,48
82732,DB01400,DB06709,48
82733,DB00231,DB00818,48
82734,DB00363,DB00519,48
82735,DB00966,DB00179,48
82736,DB00660,DB00934,48
82737,DB01157,DB07615,48
82738,DB00831,DB00962,48
82739,DB00645,DB00849,48
82740,DB00608,DB01050,48
82741,DB01433,DB00805,48
82742,DB01551,DB01367,48
82743,DB00298,DB00645,48
82744,DB00321,DB06016,48
82745,DB00903,DB00966,48
82746,DB00571,DB00742,48
82747,DB01002,DB11148,48
82748,DB00818,DB01466,48
82749,DB00996,DB00909,48
82750,DB01708,DB00624,48
82751,DB00989,DB01085,48
82752,DB01433,DB01501,48
82753,DB00237,DB06716,48
82754,DB00788,DB01283,48
82755,DB06201,DB00849,48
82756,DB01253,DB00448,48
82757,DB09009,DB00748,48
82758,DB01501,DB04896,48
82759,DB00363,DB00335,48
82760,DB00661,DB00703,48
82761,DB00247,DB09054,48
82762,DB00245,DB00647,48
82763,DB00332,DB00732,48
82764,DB00681,DB08907,48
82765,DB00747,DB00835,48
82766,DB01466,DB01614,48
82767,DB00188,DB00774,48
82768,DB09232,DB01210,48
82769,DB00502,DB01353,48
82770,DB11304,DB13025,48
82771,DB09009,DB00625,48
82772,DB00247,DB06742,48
82773,DB00228,DB01068,48
82774,DB00228,DB00807,48
82775,DB01024,DB00443,48
82776,DB00880,DB06292,48
82777,DB01197,DB09216,48
82778,DB08880,DB00282,48
82779,DB09017,DB01068,48
82780,DB00374,DB00482,48
82781,DB00876,DB01435,48
82782,DB00476,DB00998,48
82783,DB01088,DB00458,48
82784,DB00960,DB01020,48
82785,DB04953,DB00715,48
82786,DB08981,DB02187,48
82787,DB01452,DB00273,48
82788,DB00764,DB01155,48
82789,DB00187,DB00964,48
82790,DB00670,DB00921,48
82791,DB06738,DB01412,48
82792,DB01013,DB01400,48
82793,DB00732,DB01452,48
82794,DB01248,DB06771,48
82795,DB09232,DB01020,48
82796,DB00708,DB00321,48
82797,DB00420,DB00875,48
82798,DB00475,DB00628,48
82799,DB01192,DB06144,48
82800,DB09300,DB01433,48
82801,DB00420,DB09224,48
82802,DB02709,DB01609,48
82803,DB00708,DB01069,48
82804,DB00872,DB00876,48
82805,DB01142,DB06016,48
82806,DB00726,DB00924,48
82807,DB01558,DB01151,48
82808,DB00677,DB00531,48
82809,DB09286,DB00555,48
82810,DB00722,DB01612,48
82811,DB00474,DB01567,48
82812,DB00899,DB00907,48
82813,DB01349,DB00469,48
82814,DB00678,DB09477,48
82815,DB13872,DB00285,48
82816,DB03585,DB00620,48
82817,DB00623,DB01224,48
82818,DB00972,DB00547,48
82819,DB00248,DB05381,48
82820,DB00844,DB01440,48
82821,DB00275,DB00594,48
82822,DB01433,DB00356,48
82823,DB00584,DB08984,48
82824,DB00690,DB01614,48
82825,DB00864,DB00635,48
82826,DB01437,DB00395,48
82827,DB06725,DB00846,48
82828,DB00708,DB01275,48
82829,DB00950,DB00967,48
82830,DB00651,DB09273,48
82831,DB01143,DB00661,48
82832,DB00572,DB00193,48
82833,DB00734,DB00829,48
82834,DB00752,DB01064,48
82835,DB00237,DB08922,48
82836,DB00216,DB00933,48
82837,DB09167,DB01291,48
82838,DB00333,DB01437,48
82839,DB00519,DB01162,48
82840,DB01159,DB00657,48
82841,DB01595,DB00906,48
82842,DB06695,DB00454,48
82843,DB00475,DB01178,48
82844,DB01130,DB01057,48
82845,DB00482,DB03585,48
82846,DB00899,DB01136,48
82847,DB00782,DB00193,48
82848,DB09214,DB00795,48
82849,DB00323,DB01023,48
82850,DB00842,DB00647,48
82851,DB01143,DB08907,48
82852,DB00880,DB01020,48
82853,DB00231,DB00241,48
82854,DB00327,DB00829,48
82855,DB01367,DB00268,48
82856,DB00469,DB09218,48
82857,DB00829,DB00575,48
82858,DB00755,DB00966,48
82859,DB01623,DB01466,48
82860,DB01054,DB06292,48
82861,DB00514,DB01623,48
82862,DB01215,DB00906,48
82863,DB01545,DB00395,48
82864,DB01248,DB09070,48
82865,DB00297,DB00771,48
82866,DB13323,DB00455,48
82867,DB00652,DB09345,48
82868,DB00647,DB00961,48
82869,DB00248,DB00458,48
82870,DB06716,DB00458,48
82871,DB00248,DB01007,48
82872,DB00768,DB01142,48
82873,DB01014,DB01130,48
82874,DB00434,DB01018,48
82875,DB01563,DB01615,48
82876,DB00870,DB09288,48
82877,DB09345,DB01621,48
82878,DB00683,DB00625,48
82879,DB00519,DB00230,48
82880,DB01202,DB08918,48
82881,DB00295,DB08910,48
82882,DB00524,DB00590,48
82883,DB01189,DB00189,48
82884,DB00628,DB01215,48
82885,DB00683,DB00647,48
82886,DB00408,DB01209,48
82887,DB00483,DB00940,48
82888,DB01036,DB11609,48
82889,DB01624,DB01545,48
82890,DB00904,DB06770,48
82891,DB00808,DB00776,48
82892,DB00193,DB00835,48
82893,DB00904,DB01028,48
82894,DB00191,DB01064,48
82895,DB01595,DB00391,48
82896,DB00186,DB00564,48
82897,DB01558,DB01463,48
82898,DB00189,DB00593,48
82899,DB00458,DB00841,48
82900,DB00193,DB01114,48
82901,DB00281,DB01018,48
82902,DB01002,DB13025,48
82903,DB01260,DB00677,48
82904,DB01229,DB00393,48
82905,DB00483,DB03128,48
82906,DB00747,DB01235,48
82907,DB00295,DB05246,48
82908,DB09245,DB06706,48
82909,DB01168,DB01184,48
82910,DB00334,DB01018,48
82911,DB00327,DB05246,48
82912,DB00850,DB00323,48
82913,DB00748,DB01621,48
82914,DB01282,DB00421,48
82915,DB02709,DB04951,48
82916,DB00575,DB04908,48
82917,DB01009,DB01222,48
82918,DB00193,DB00206,48
82919,DB09214,DB06196,48
82920,DB08815,DB06153,48
82921,DB00318,DB01618,48
82922,DB00292,DB00341,48
82923,DB08905,DB00989,48
82924,DB11609,DB09245,48
82925,DB01589,DB01433,48
82926,DB01288,DB00852,48
82927,DB01141,DB00622,48
82928,DB00967,DB01501,48
82929,DB00214,DB01197,48
82930,DB06716,DB09128,48
82931,DB00735,DB06712,48
82932,DB00208,DB00936,48
82933,DB00635,DB00483,48
82934,DB00755,DB01224,48
82935,DB00540,DB01274,48
82936,DB01154,DB01149,48
82937,DB00474,DB00892,48
82938,DB00248,DB01403,48
82939,DB04842,DB06716,48
82940,DB00940,DB00462,48
82941,DB00500,DB06737,48
82942,DB00188,DB01612,48
82943,DB00261,DB03619,48
82944,DB00320,DB00353,48
82945,DB00747,DB01114,48
82946,DB00850,DB01080,48
82947,DB00248,DB00703,48
82948,DB01189,DB01002,48
82949,DB00177,DB00968,48
82950,DB00748,DB01235,48
82951,DB00964,DB01197,48
82952,DB00714,DB01210,48
82953,DB00880,DB00968,48
82954,DB00370,DB01622,48
82955,DB08971,DB00805,48
82956,DB00801,DB00423,48
82957,DB00904,DB00660,48
82958,DB01261,DB01340,48
82959,DB00897,DB00726,48
82960,DB00327,DB01355,48
82961,DB01028,DB09009,48
82962,DB01224,DB11148,48
82963,DB01192,DB01395,48
82964,DB00325,DB01224,48
82965,DB00435,DB09026,48
82966,DB00435,DB09112,48
82967,DB01338,DB00295,48
82968,DB01353,DB09224,48
82969,DB00780,DB00421,48
82970,DB00588,DB04896,48
82971,DB00780,DB01239,48
82972,DB00210,DB08984,48
82973,DB00492,DB08981,48
82974,DB01433,DB09009,48
82975,DB01351,DB04844,48
82976,DB00508,DB11609,48
82977,DB00408,DB01198,48
82978,DB00187,DB00343,48
82979,DB00353,DB01248,48
82980,DB00933,DB09128,48
82981,DB00959,DB00545,48
82982,DB01580,DB01176,48
82983,DB08893,DB01591,48
82984,DB00765,DB00472,48
82985,DB06684,DB00875,48
82986,DB08907,DB08931,48
82987,DB00681,DB09204,48
82988,DB00418,DB01356,48
82989,DB00645,DB01618,48
82990,DB00734,DB00909,48
82991,DB06772,DB06810,48
82992,DB01197,DB03585,48
82993,DB00904,DB01614,48
82994,DB00517,DB00333,48
82995,DB00264,DB00519,48
82996,DB00247,DB00208,48
82997,DB04842,DB00575,48
82998,DB00844,DB08987,48
82999,DB01159,DB00436,48
83000,DB00497,DB04908,48
83001,DB00392,DB00340,48
83002,DB00237,DB00768,48
83003,DB00571,DB04920,48
83004,DB00475,DB01580,48
83005,DB00962,DB11148,48
83006,DB00805,DB01102,48
83007,DB00734,DB00508,48
83008,DB06820,DB00381,48
83009,DB00645,DB01202,48
83010,DB06802,DB00936,48
83011,DB00247,DB00356,48
83012,DB01236,DB01612,48
83013,DB09041,DB00381,48
83014,DB00864,DB00970,48
83015,DB01189,DB00835,48
83016,DB00297,DB00494,48
83017,DB00335,DB01020,48
83018,DB00780,DB13025,48
83019,DB00295,DB00593,48
83020,DB00176,DB00427,48
83021,DB01189,DB09242,48
83022,DB00492,DB01600,48
83023,DB00732,DB00340,48
83024,DB00295,DB00590,48
83025,DB00337,DB00541,48
83026,DB00240,DB00545,48
83027,DB00899,DB01114,48
83028,DB00388,DB00841,48
83029,DB00708,DB01162,48
83030,DB00622,DB08941,48
83031,DB00899,DB08822,48
83032,DB00936,DB00635,48
83033,DB00395,DB00427,48
83034,DB00735,DB01047,48
83035,DB01236,DB00755,48
83036,DB01229,DB00335,48
83037,DB01466,DB00805,48
83038,DB00963,DB08981,48
83039,DB01029,DB00500,48
83040,DB01407,DB09273,48
83041,DB06770,DB00455,48
83042,DB01028,DB06716,48
83043,DB00210,DB09138,48
83044,DB01260,DB00981,48
83045,DB00193,DB01588,48
83046,DB00807,DB00455,48
83047,DB00715,DB00035,48
83048,DB00683,DB00472,48
83049,DB09204,DB00872,48
83050,DB00688,DB00873,48
83051,DB04841,DB04908,48
83052,DB00688,DB01260,48
83053,DB01002,DB08931,48
83054,DB00747,DB01106,48
83055,DB00475,DB04946,48
83056,DB00454,DB00998,48
83057,DB00915,DB01043,48
83058,DB00216,DB00669,48
83059,DB01200,DB00541,48
83060,DB00623,DB04946,48
83061,DB00899,DB00883,48
83062,DB00285,DB01615,48
83063,DB01440,DB00721,48
83064,DB00231,DB04896,48
83065,DB00722,DB00790,48
83066,DB00275,DB00605,48
83067,DB01247,DB00490,48
83068,DB01037,DB01239,48
83069,DB00350,DB00457,48
83070,DB00450,DB01233,48
83071,DB00295,DB01065,48
83072,DB01050,DB00710,48
83073,DB09286,DB00252,48
83074,DB00409,DB13323,48
83075,DB11921,DB01199,48
83076,DB00492,DB00812,48
83077,DB00461,DB00482,48
83078,DB00998,DB09224,48
83079,DB00876,DB01115,48
83080,DB00647,DB00434,48
83081,DB00492,DB00594,48
83082,DB06770,DB06700,48
83083,DB09030,DB00945,48
83084,DB01229,DB01234,48
83085,DB04951,DB01077,48
83086,DB05271,DB01144,48
83087,DB00867,DB01407,48
83088,DB06716,DB00794,48
83089,DB00270,DB00594,48
83090,DB00572,DB00967,48
83091,DB00849,DB06716,48
83092,DB00892,DB00961,48
83093,DB01248,DB01259,48
83094,DB00341,DB00934,48
83095,DB00657,DB00193,48
83096,DB00623,DB00768,48
83097,DB01186,DB00435,48
83098,DB00353,DB01030,48
83099,DB00656,DB01219,48
83100,DB00514,DB01200,48
83101,DB00497,DB06738,48
83102,DB00179,DB00687,48
83103,DB01009,DB06739,48
83104,DB00807,DB01544,48
83105,DB00528,DB00922,48
83106,DB01567,DB00697,48
83107,DB01229,DB01168,48
83108,DB00402,DB00490,48
83109,DB00492,DB00960,48
83110,DB00475,DB01080,48
83111,DB01623,DB00297,48
83112,DB00908,DB00340,48
83113,DB00337,DB03585,48
83114,DB08922,DB00949,48
83115,DB12532,DB00697,48
83116,DB00324,DB00827,48
83117,DB00963,DB08991,48
83118,DB00409,DB01002,48
83119,DB11304,DB06282,48
83120,DB01628,DB09216,48
83121,DB00818,DB00645,48
83122,DB01200,DB01463,48
83123,DB00554,DB00936,48
83124,DB08880,DB00240,48
83125,DB00350,DB00524,48
83126,DB00472,DB00298,48
83127,DB11304,DB09128,48
83128,DB00374,DB00861,48
83129,DB00482,DB04743,48
83130,DB09204,DB00691,48
83131,DB01075,DB01356,48
83132,DB01330,DB04339,48
83133,DB00598,DB00871,48
83134,DB01200,DB06268,48
83135,DB00734,DB00356,48
83136,DB00691,DB01197,48
83137,DB00996,DB13025,48
83138,DB00187,DB01275,48
83139,DB00633,DB09345,48
83140,DB00966,DB00821,48
83141,DB00801,DB00909,48
83142,DB01229,DB00697,48
83143,DB01118,DB08822,48
83144,DB00593,DB08918,48
83145,DB00376,DB00747,48
83146,DB06772,DB00432,48
83147,DB06288,DB09085,48
83148,DB00703,DB00975,48
83149,DB00925,DB09286,48
83150,DB00708,DB00850,48
83151,DB00750,DB01587,48
83152,DB00387,DB00956,48
83153,DB00391,DB01580,48
83154,DB09085,DB01219,48
83155,DB01545,DB00794,48
83156,DB01435,DB13158,48
83157,DB01229,DB01236,48
83158,DB00247,DB01190,48
83159,DB09076,DB00295,48
83160,DB01197,DB01628,48
83161,DB00575,DB01144,48
83162,DB01242,DB01210,48
83163,DB01544,DB00423,48
83164,DB01224,DB00660,48
83165,DB01340,DB01009,48
83166,DB04871,DB00875,48
83167,DB00206,DB01452,48
83168,DB00334,DB01545,48
83169,DB01161,DB09286,48
83170,DB09071,DB09128,48
83171,DB00420,DB00802,48
83172,DB00669,DB06288,48
83173,DB00573,DB00741,48
83174,DB00966,DB06292,48
83175,DB01567,DB09085,48
83176,DB00744,DB00959,48
83177,DB00193,DB01463,48
83178,DB00975,DB00233,48
83179,DB00690,DB06282,48
83180,DB00490,DB00933,48
83181,DB00402,DB00281,48
83182,DB00875,DB08872,48
83183,DB00490,DB01069,48
83184,DB00186,DB00980,48
83185,DB00813,DB01235,48
83186,DB00401,DB01397,48
83187,DB00814,DB01628,48
83188,DB01563,DB00252,48
83189,DB00427,DB00726,48
83190,DB00696,DB01015,48
83191,DB01623,DB00298,48
83192,DB00527,DB00181,48
83193,DB00320,DB01356,48
83194,DB01227,DB13872,48
83195,DB09241,DB01393,48
83196,DB09300,DB00462,48
83197,DB00371,DB01587,48
83198,DB00408,DB00349,48
83199,DB13025,DB00588,48
83200,DB00248,DB01615,48
83201,DB01399,DB06739,48
83202,DB00371,DB00285,48
83203,DB01127,DB07615,48
83204,DB01081,DB00593,48
83205,DB01034,DB00555,48
83206,DB01367,DB00867,48
83207,DB04948,DB01210,48
83208,DB00681,DB01020,48
83209,DB00310,DB00519,48
83210,DB00829,DB01069,48
83211,DB01452,DB08987,48
83212,DB01167,DB08992,48
83213,DB00402,DB11148,48
83214,DB09289,DB01001,48
83215,DB00805,DB06148,48
83216,DB01433,DB06153,48
83217,DB00253,DB00677,48
83218,DB01110,DB00528,48
83219,DB00906,DB01242,48
83220,DB00635,DB01245,48
83221,DB08797,DB00896,48
83222,DB00755,DB08931,48
83223,DB00991,DB01013,48
83224,DB00881,DB08991,48
83225,DB00514,DB13025,48
83226,DB00387,DB00732,48
83227,DB00744,DB00939,48
83228,DB08984,DB00399,48
83229,DB00695,DB00722,48
83230,DB01624,DB04841,48
83231,DB00708,DB01615,48
83232,DB00870,DB01600,48
83233,DB01161,DB00405,48
83234,DB00404,DB06594,48
83235,DB00201,DB05039,48
83236,DB00647,DB01154,48
83237,DB00186,DB00897,48
83238,DB12532,DB04841,48
83239,DB00795,DB01077,48
83240,DB01159,DB01080,48
83241,DB00790,DB01097,48
83242,DB01171,DB00490,48
83243,DB00241,DB00747,48
83244,DB00216,DB00998,48
83245,DB00497,DB00297,48
83246,DB00189,DB09118,48
83247,DB00875,DB00575,48
83248,DB00285,DB01037,48
83249,DB09241,DB00327,48
83250,DB00681,DB00568,48
83251,DB00802,DB00323,48
83252,DB00813,DB00494,48
83253,DB00972,DB09288,48
83254,DB01159,DB00985,48
83255,DB00924,DB00980,48
83256,DB00231,DB00844,48
83257,DB00908,DB01062,48
83258,DB01200,DB01166,48
83259,DB00296,DB01197,48
83260,DB00631,DB01115,48
83261,DB09477,DB09216,48
83262,DB04552,DB00324,48
83263,DB01209,DB00697,48
83264,DB00816,DB01365,48
83265,DB01248,DB01590,48
83266,DB00176,DB09224,48
83267,DB00818,DB00835,48
83268,DB00500,DB00784,48
83269,DB00475,DB08910,48
83270,DB01161,DB04908,48
83271,DB01024,DB08906,48
83272,DB00474,DB00708,48
83273,DB00628,DB00897,48
83274,DB01339,DB00708,48
83275,DB00611,DB09125,48
83276,DB01189,DB08987,48
83277,DB01595,DB00625,48
83278,DB01238,DB01595,48
83279,DB00696,DB01093,48
83280,DB09477,DB01024,48
83281,DB00320,DB01615,48
83282,DB00899,DB00571,48
83283,DB09068,DB01063,48
83284,DB00295,DB00341,48
83285,DB09068,DB04844,48
83286,DB01174,DB11609,48
83287,DB08880,DB00896,48
83288,DB00599,DB01587,48
83289,DB00434,DB00540,48
83290,DB04844,DB09224,48
83291,DB00703,DB00903,48
83292,DB00248,DB01166,48
83293,DB01169,DB01193,48
83294,DB00961,DB06716,48
83295,DB08976,DB01234,48
83296,DB00829,DB06770,48
83297,DB09042,DB01622,48
83298,DB09099,DB01355,48
83299,DB01198,DB00737,48
83300,DB00714,DB01037,48
83301,DB00986,DB00652,48
83302,DB01142,DB01366,48
83303,DB01351,DB00434,48
83304,DB00633,DB00835,48
83305,DB00179,DB00469,48
83306,DB08907,DB09038,48
83307,DB09095,DB09220,48
83308,DB00337,DB01168,48
83309,DB00320,DB01007,48
83310,DB00187,DB00876,48
83311,DB00458,DB00700,48
83312,DB00744,DB00814,48
83313,DB09225,DB01621,48
83314,DB01247,DB09225,48
83315,DB11609,DB01106,48
83316,DB00349,DB00697,48
83317,DB01558,DB09225,48
83318,DB00633,DB00273,48
83319,DB00656,DB09342,48
83320,DB09214,DB00821,48
83321,DB01435,DB00547,48
83322,DB01189,DB09017,48
83323,DB00721,DB01614,48
83324,DB00627,DB00641,48
83325,DB00660,DB01142,48
83326,DB01588,DB01106,48
83327,DB01367,DB04844,48
83328,DB00921,DB00819,48
83329,DB00854,DB00409,48
83330,DB00842,DB00313,48
83331,DB00292,DB01069,48
83332,DB00341,DB01175,48
83333,DB01178,DB00737,48
83334,DB00206,DB00434,48
83335,DB01580,DB00661,48
83336,DB00737,DB09128,48
83337,DB01615,DB00949,48
83338,DB00864,DB00987,48
83339,DB00333,DB01081,48
83340,DB01054,DB04920,48
83341,DB00409,DB00747,48
83342,DB01544,DB09342,48
83343,DB00908,DB00250,48
83344,DB00831,DB00405,48
83345,DB00392,DB00273,48
83346,DB01351,DB00934,48
83347,DB00686,DB02709,48
83348,DB09232,DB01189,48
83349,DB00435,DB00881,48
83350,DB00696,DB01247,48
83351,DB09204,DB00999,48
83352,DB00191,DB01407,48
83353,DB00768,DB00846,48
83354,DB01239,DB12532,48
83355,DB00571,DB00622,48
83356,DB00332,DB00647,48
83357,DB01020,DB01210,48
83358,DB04896,DB00409,48
83359,DB01463,DB08922,48
83360,DB01215,DB00458,48
83361,DB00768,DB00240,48
83362,DB00829,DB01202,48
83363,DB06204,DB09015,48
83364,DB01014,DB00588,48
83365,DB00310,DB01214,48
83366,DB00887,DB01193,48
83367,DB00907,DB08910,48
83368,DB13025,DB01235,48
83369,DB06786,DB01199,48
83370,DB01178,DB01242,48
83371,DB01253,DB00973,48
83372,DB00646,DB08992,48
83373,DB00881,DB08976,48
83374,DB00420,DB08987,48
83375,DB01085,DB01076,48
83376,DB01189,DB00228,48
83377,DB00628,DB01081,48
83378,DB00807,DB00934,48
83379,DB00178,DB00788,48
83380,DB01167,DB06694,48
83381,DB01229,DB00255,48
83382,DB09216,DB00741,48
83383,DB00337,DB09082,48
83384,DB00328,DB00502,48
83385,DB00877,DB09227,48
83386,DB09166,DB00754,48
83387,DB01209,DB01618,48
83388,DB09232,DB01018,48
83389,DB01116,DB00854,48
83390,DB00405,DB04844,48
83391,DB00589,DB01406,48
83392,DB01236,DB09342,48
83393,DB01041,DB00700,48
83394,DB00335,DB00966,48
83395,DB01615,DB09286,48
83396,DB00590,DB00999,48
83397,DB00418,DB11609,48
83398,DB00699,DB00675,48
83399,DB00206,DB01463,48
83400,DB00500,DB09215,48
83401,DB01614,DB01621,48
83402,DB00313,DB00283,48
83403,DB01169,DB00363,48
83404,DB00181,DB00555,48
83405,DB01580,DB00594,48
83406,DB01250,DB01384,48
83407,DB00940,DB01081,48
83408,DB00961,DB00423,48
83409,DB00490,DB11304,48
83410,DB00936,DB09231,48
83411,DB01014,DB09091,48
83412,DB00866,DB03128,48
83413,DB00433,DB00950,48
83414,DB01050,DB01401,48
83415,DB00726,DB00747,48
83416,DB06772,DB01097,48
83417,DB06196,DB00223,48
83418,DB00708,DB00508,48
83419,DB00391,DB00750,48
83420,DB00875,DB00747,48
83421,DB00775,DB00244,48
83422,DB00690,DB01106,48
83423,DB01233,DB06709,48
83424,DB00525,DB07615,48
83425,DB00696,DB00381,48
83426,DB08987,DB01114,48
83427,DB01210,DB00184,48
83428,DB00754,DB01142,48
83429,DB00508,DB01463,48
83430,DB00363,DB01037,48
83431,DB00292,DB00273,48
83432,DB01161,DB01466,48
83433,DB00706,DB00964,48
83434,DB00802,DB00232,48
83435,DB00861,DB08880,48
83436,DB01563,DB12532,48
83437,DB00966,DB00972,48
83438,DB02513,DB00230,48
83439,DB00246,DB09166,48
83440,DB01338,DB06204,48
83441,DB00849,DB00455,48
83442,DB00751,DB06605,48
83443,DB00273,DB00697,48
83444,DB00392,DB00611,48
83445,DB09224,DB00660,48
83446,DB00881,DB09038,48
83447,DB00210,DB08991,48
83448,DB00611,DB00606,48
83449,DB00998,DB00391,48
83450,DB00924,DB00949,48
83451,DB00458,DB00540,48
83452,DB09085,DB09345,48
83453,DB06216,DB01563,48
83454,DB04846,DB01273,48
83455,DB01401,DB08906,48
83456,DB01551,DB00273,48
83457,DB00784,DB06196,48
83458,DB00647,DB09225,48
83459,DB09215,DB00635,48
83460,DB00368,DB00871,48
83461,DB00353,DB02701,48
83462,DB09072,DB00715,48
83463,DB00465,DB00469,48
83464,DB00521,DB01359,48
83465,DB06144,DB09166,48
83466,DB00231,DB11609,48
83467,DB00747,DB00732,48
83468,DB00656,DB00320,48
83469,DB04841,DB09128,48
83470,DB01154,DB01567,48
83471,DB01367,DB08922,48
83472,DB09216,DB00641,48
83473,DB00959,DB00817,48
83474,DB01587,DB01501,48
83475,DB00998,DB06700,48
83476,DB00315,DB00623,48
83477,DB00315,DB00246,48
83478,DB00842,DB00933,48
83479,DB00209,DB00802,48
83480,DB00950,DB06153,48
83481,DB00934,DB01621,48
83482,DB00768,DB00967,48
83483,DB00232,DB00776,48
83484,DB01116,DB00647,48
83485,DB09345,DB01149,48
83486,DB01041,DB00584,48
83487,DB00788,DB00588,48
83488,DB01236,DB00622,48
83489,DB12532,DB00252,48
83490,DB00784,DB00838,48
83491,DB00599,DB00807,48
83492,DB00780,DB09292,48
83493,DB00714,DB00401,48
83494,DB00216,DB08815,48
83495,DB02187,DB00467,48
83496,DB09242,DB08941,48
83497,DB00753,DB00750,48
83498,DB00564,DB00182,48
83499,DB00327,DB00455,48
83500,DB01466,DB00543,48
83501,DB00402,DB01100,48
83502,DB00813,DB01063,48
83503,DB00742,DB01020,48
83504,DB00231,DB09224,48
83505,DB00371,DB00454,48
83506,DB01463,DB01069,48
83507,DB01114,DB04908,48
83508,DB01151,DB01102,48
83509,DB00835,DB04908,48
83510,DB01463,DB06594,48
83511,DB00712,DB00253,48
83512,DB01340,DB06287,48
83513,DB09040,DB00884,48
83514,DB00187,DB00411,48
83515,DB00318,DB00831,48
83516,DB01154,DB11609,48
83517,DB00755,DB00373,48
83518,DB00950,DB00215,48
83519,DB09042,DB01100,48
83520,DB00998,DB08922,48
83521,DB00401,DB01197,48
83522,DB00318,DB06288,48
83523,DB06725,DB00180,48
83524,DB01118,DB00692,48
83525,DB01041,DB00373,48
83526,DB07615,DB11079,48
83527,DB01202,DB00285,48
